"Country or Area","Year(s)","Variant","Value"
"Lesotho","2021","No change","2158.046"
"Lesotho","2021","Momentum","2156.975"
"Lesotho","2020","Medium","2142.249"
"Lesotho","2020","High","2142.249"
"Lesotho","2020","Low","2142.249"
"Lesotho","2020","Constant fertility","2142.249"
"Lesotho","2020","Instant replacement","2142.249"
"Lesotho","2020","Zero migration","2142.249"
"Lesotho","2020","Constant mortality","2142.249"
"Lesotho","2020","No change","2142.249"
"Lesotho","2020","Momentum","2142.249"
"Less developed regions","2021","Medium","6599411.054"
"Less developed regions","2021","High","6607184.815"
"Less developed regions","2021","Low","6591681.173"
"Less developed regions","2021","Constant fertility","6603377.527"
"Less developed regions","2021","Instant replacement","6588463.906"
"Less developed regions","2021","Zero migration","6601617.865"
"Less developed regions","2021","Constant mortality","6597577.494"
"Less developed regions","2021","No change","6601485.221"
"Less developed regions","2021","Momentum","6588792.621"
"Less developed regions","2020","Medium","6521494.488"
"Less developed regions","2020","High","6521494.488"
"Less developed regions","2020","Low","6521494.488"
"Less developed regions","2020","Constant fertility","6521494.488"
"Less developed regions","2020","Instant replacement","6521494.488"
"Less developed regions","2020","Zero migration","6521494.488"
"Less developed regions","2020","Constant mortality","6521494.488"
"Less developed regions","2020","No change","6521494.488"
"Less developed regions","2020","Momentum","6521494.488"
"Less developed regions, excluding China","2021","Medium","5123128.733"
"Less developed regions, excluding China","2021","High","5129386.252"
"Less developed regions, excluding China","2021","Low","5117131.818"
"Less developed regions, excluding China","2021","Constant fertility","5127288.57"
"Less developed regions, excluding China","2021","Instant replacement","5109416.318"
"Less developed regions, excluding China","2021","Zero migration","5125096.081"
"Less developed regions, excluding China","2021","Constant mortality","5121827.734"
"Less developed regions, excluding China","2021","No change","5125829.465"
"Less developed regions, excluding China","2021","Momentum","5109889.81"
"Less developed regions, excluding China","2020","Medium","5050207.621"
"Less developed regions, excluding China","2020","High","5050207.621"
"Less developed regions, excluding China","2020","Low","5050207.621"
"Less developed regions, excluding China","2020","Constant fertility","5050207.621"
"Less developed regions, excluding China","2020","Instant replacement","5050207.621"
"Less developed regions, excluding China","2020","Zero migration","5050207.621"
"Less developed regions, excluding China","2020","Constant mortality","5050207.621"
"Less developed regions, excluding China","2020","No change","5050207.621"
"Less developed regions, excluding China","2020","Momentum","5050207.621"
"Less developed regions, excluding least developed countries","2021","Medium","5517591.727"
"Less developed regions, excluding least developed countries","2021","High","5524095.591"
"Less developed regions, excluding least developed countries","2021","Low","5511082.241"
"Less developed regions, excluding least developed countries","2021","Constant fertility","5520028.366"
"Less developed regions, excluding least developed countries","2021","Instant replacement","5515214.715"
"Less developed regions, excluding least developed countries","2021","Zero migration","5518960.924"
"Less developed regions, excluding least developed countries","2021","Constant mortality","5516156.096"
"Less developed regions, excluding least developed countries","2021","No change","5518561.484"
"Less developed regions, excluding least developed countries","2021","Momentum","5515165.922"
"Less developed regions, excluding least developed countries","2020","Medium","5464056.306"
"Less developed regions, excluding least developed countries","2020","High","5464056.306"
"Less developed regions, excluding least developed countries","2020","Low","5464056.306"
"Less developed regions, excluding least developed countries","2020","Constant fertility","5464056.306"
"Less developed regions, excluding least developed countries","2020","Instant replacement","5464056.306"
"Less developed regions, excluding least developed countries","2020","Zero migration","5464056.306"
"Less developed regions, excluding least developed countries","2020","Constant mortality","5464056.306"
"Less developed regions, excluding least developed countries","2020","No change","5464056.306"
"Less developed regions, excluding least developed countries","2020","Momentum","5464056.306"
"Liberia","2021","Medium","5180.203"
"Liberia","2021","High","5186.176"
"Liberia","2021","Low","5174.731"
"Liberia","2021","Constant fertility","5187.201"
"Liberia","2021","Instant replacement","5133.839"
"Liberia","2021","Zero migration","5185.557"
"Liberia","2021","Constant mortality","5178.569"
"Liberia","2021","No change","5185.316"
"Liberia","2021","Momentum","5136.521"
"Liberia","2020","Medium","5057.681"
"Liberia","2020","High","5057.681"
"Liberia","2020","Low","5057.681"
"Liberia","2020","Constant fertility","5057.681"
"Liberia","2020","Instant replacement","5057.681"
"Liberia","2020","Zero migration","5057.681"
"Liberia","2020","Constant mortality","5057.681"
"Liberia","2020","No change","5057.681"
"Liberia","2020","Momentum","5057.681"
"Libya","2021","Medium","6958.532"
"Libya","2021","High","6965.426"
"Libya","2021","Low","6946.698"
"Libya","2021","Constant fertility","6961.05"
"Libya","2021","Instant replacement","6957.723"
"Libya","2021","Zero migration","6958.101"
"Libya","2021","Constant mortality","6954.915"
"Libya","2021","No change","6959.882"
"Libya","2021","Momentum","6958.268"
"Libya","2020","Medium","6871.292"
"Libya","2020","High","6871.292"
"Libya","2020","Low","6871.292"
"Libya","2020","Constant fertility","6871.292"
"Libya","2020","Instant replacement","6871.292"
"Libya","2020","Zero migration","6871.292"
"Libya","2020","Constant mortality","6871.292"
"Libya","2020","No change","6871.292"
"Libya","2020","Momentum","6871.292"
"Liechtenstein","2021","Medium","38.25"
"Liechtenstein","2021","High","38.299"
"Liechtenstein","2021","Low","38.221"
"Liechtenstein","2021","Constant fertility","38.253"
"Liechtenstein","2021","Instant replacement","38.348"
"Liechtenstein","2021","Zero migration","38.207"
"Liechtenstein","2021","Constant mortality","38.242"
"Liechtenstein","2021","No change","38.237"
"Liechtenstein","2021","Momentum","38.283"
"Liechtenstein","2020","Medium","38.128"
"Liechtenstein","2020","High","38.128"
"Liechtenstein","2020","Low","38.128"
"Liechtenstein","2020","Constant fertility","38.128"
"Liechtenstein","2020","Instant replacement","38.128"
"Liechtenstein","2020","Zero migration","38.128"
"Liechtenstein","2020","Constant mortality","38.128"
"Liechtenstein","2020","No change","38.128"
"Liechtenstein","2020","Momentum","38.128"
"Lithuania","2021","Medium","2689.862"
"Lithuania","2021","High","2695.699"
"Lithuania","2021","Low","2690.073"
"Lithuania","2021","Constant fertility","2692.54"
"Lithuania","2021","Instant replacement","2693.749"
"Lithuania","2021","Zero migration","2711.744"
"Lithuania","2021","Constant mortality","2691.669"
"Lithuania","2021","No change","2691.333"
"Lithuania","2021","Momentum","2703.414"
"Lithuania","2020","Medium","2722.289"
"Lithuania","2020","High","2722.289"
"Lithuania","2020","Low","2722.289"
"Lithuania","2020","Constant fertility","2722.289"
"Lithuania","2020","Instant replacement","2722.289"
"Lithuania","2020","Zero migration","2722.289"
"Lithuania","2020","Constant mortality","2722.289"
"Lithuania","2020","No change","2722.289"
"Lithuania","2020","Momentum","2722.289"
"Low-income countries","2021","Medium","796189.641"
"Low-income countries","2021","High","797589.986"
"Low-income countries","2021","Low","795824.895"
"Low-income countries","2021","Constant fertility","797987.509"
"Low-income countries","2021","Instant replacement","788456.893"
"Low-income countries","2021","Zero migration","796158.521"
"Low-income countries","2021","Constant mortality","796353.989"
"Low-income countries","2021","No change","797633.478"
"Low-income countries","2021","Momentum","788049.304"
"Low-income countries","2020","Medium","775710.641"
"Low-income countries","2020","High","775710.641"
"Low-income countries","2020","Low","775710.641"
"Low-income countries","2020","Constant fertility","775710.641"
"Low-income countries","2020","Instant replacement","775710.641"
"Low-income countries","2020","Zero migration","775710.641"
"Low-income countries","2020","Constant mortality","775710.641"
"Low-income countries","2020","No change","775710.641"
"Low-income countries","2020","Momentum","775710.641"
"Lower-middle-income countries","2021","Medium","3138571.538"
"Lower-middle-income countries","2021","High","3142258.45"
"Lower-middle-income countries","2021","Low","3134729.47"
"Lower-middle-income countries","2021","Constant fertility","3140640.244"
"Lower-middle-income countries","2021","Instant replacement","3132365.834"
"Lower-middle-income countries","2021","Zero migration","3140364.05"
"Lower-middle-income countries","2021","Constant mortality","3137656.313"
"Lower-middle-income countries","2021","No change","3139781.189"
"Lower-middle-income countries","2021","Momentum","3133151.688"
"Lower-middle-income countries","2020","Medium","3098235.249"
"Lower-middle-income countries","2020","High","3098235.249"
"Lower-middle-income countries","2020","Low","3098235.249"
"Lower-middle-income countries","2020","Constant fertility","3098235.249"
"Lower-middle-income countries","2020","Instant replacement","3098235.249"
"Lower-middle-income countries","2020","Zero migration","3098235.249"
"Lower-middle-income countries","2020","Constant mortality","3098235.249"
"Lower-middle-income countries","2020","No change","3098235.249"
"Lower-middle-income countries","2020","Momentum","3098235.249"
"Luxembourg","2021","Medium","634.814"
"Luxembourg","2021","High","634.465"
"Luxembourg","2021","Low","632.959"
"Luxembourg","2021","Constant fertility","633.904"
"Luxembourg","2021","Instant replacement","636.798"
"Luxembourg","2021","Zero migration","627.986"
"Luxembourg","2021","Constant mortality","633.514"
"Luxembourg","2021","No change","633.705"
"Luxembourg","2021","Momentum","633.047"
"Luxembourg","2020","Medium","625.978"
"Luxembourg","2020","High","625.978"
"Luxembourg","2020","Low","625.978"
"Luxembourg","2020","Constant fertility","625.978"
"Luxembourg","2020","Instant replacement","625.978"
"Luxembourg","2020","Zero migration","625.978"
"Luxembourg","2020","Constant mortality","625.978"
"Luxembourg","2020","No change","625.978"
"Luxembourg","2020","Momentum","625.978"
"Madagascar","2021","Medium","28427.328"
"Madagascar","2021","High","28460.004"
"Madagascar","2021","Low","28393.647"
"Madagascar","2021","Constant fertility","28458.086"
"Madagascar","2021","Instant replacement","28166.8"
"Madagascar","2021","Zero migration","28428.597"
"Madagascar","2021","Constant mortality","28415.026"
"Madagascar","2021","No change","28446.16"
"Madagascar","2021","Momentum","28162.968"
"Madagascar","2020","Medium","27691.018"
"Madagascar","2020","High","27691.018"
"Madagascar","2020","Low","27691.018"
"Madagascar","2020","Constant fertility","27691.018"
"Madagascar","2020","Instant replacement","27691.018"
"Madagascar","2020","Zero migration","27691.018"
"Madagascar","2020","Constant mortality","27691.018"
"Madagascar","2020","No change","27691.018"
"Madagascar","2020","Momentum","27691.018"
"Malawi","2021","Medium","19647.684"
"Malawi","2021","High","19671.77"
"Malawi","2021","Low","19626.568"
"Malawi","2021","Constant fertility","19677.026"
"Malawi","2021","Instant replacement","19458.421"
"Malawi","2021","Zero migration","19655.736"
"Malawi","2021","Constant mortality","19638.354"
"Malawi","2021","No change","19666.166"
"Malawi","2021","Momentum","19457.939"
"Malawi","2020","Medium","19129.952"
"Malawi","2020","High","19129.952"
"Malawi","2020","Low","19129.952"
"Malawi","2020","Constant fertility","19129.952"
"Malawi","2020","Instant replacement","19129.952"
"Malawi","2020","Zero migration","19129.952"
"Malawi","2020","Constant mortality","19129.952"
"Malawi","2020","No change","19129.952"
"Malawi","2020","Momentum","19129.952"
"Malaysia","2021","Medium","32776.194"
"Malaysia","2021","High","32821.195"
"Malaysia","2021","Low","32734.369"
"Malaysia","2021","Constant fertility","32792.086"
"Malaysia","2021","Instant replacement","32803.181"
"Malaysia","2021","Zero migration","32724.495"
"Malaysia","2021","Constant mortality","32772.171"
"Malaysia","2021","No change","32786.401"
"Malaysia","2021","Momentum","32763.621"
"Malaysia","2020","Medium","32365.999"
"Malaysia","2020","High","32365.999"
"Malaysia","2020","Low","32365.999"
"Malaysia","2020","Constant fertility","32365.999"
"Malaysia","2020","Instant replacement","32365.999"
"Malaysia","2020","Zero migration","32365.999"
"Malaysia","2020","Constant mortality","32365.999"
"Malaysia","2020","No change","32365.999"
"Malaysia","2020","Momentum","32365.999"
"Maldives","2021","Medium","543.617"
"Maldives","2021","High","536.096"
"Maldives","2021","Low","534.758"
"Maldives","2021","Constant fertility","535.69"
"Maldives","2021","Instant replacement","544.356"
"Maldives","2021","Zero migration","546.07"
"Maldives","2021","Constant mortality","535.314"
"Maldives","2021","No change","535.576"
"Maldives","2021","Momentum","550.376"
"Maldives","2020","Medium","540.544"
"Maldives","2020","High","540.544"
"Maldives","2020","Low","540.544"
"Maldives","2020","Constant fertility","540.544"
"Maldives","2020","Instant replacement","540.544"
"Maldives","2020","Zero migration","540.544"
"Maldives","2020","Constant mortality","540.544"
"Maldives","2020","No change","540.544"
"Maldives","2020","Momentum","540.544"
"Mali","2021","Medium","20855.735"
"Mali","2021","High","20872.84"
"Mali","2021","Low","20831.325"
"Mali","2021","Constant fertility","20887.017"
"Mali","2021","Instant replacement","20563.002"
"Mali","2021","Zero migration","20892.974"
"Mali","2021","Constant mortality","20839.978"
"Mali","2021","No change","20875.109"
"Mali","2021","Momentum","20586.248"
"Mali","2020","Medium","20250.833"
"Mali","2020","High","20250.833"
"Mali","2020","Low","20250.833"
"Mali","2020","Constant fertility","20250.833"
"Mali","2020","Instant replacement","20250.833"
"Mali","2020","Zero migration","20250.833"
"Mali","2020","Constant mortality","20250.833"
"Mali","2020","No change","20250.833"
"Mali","2020","Momentum","20250.833"
"Malta","2021","Medium","442.784"
"Malta","2021","High","443.422"
"Malta","2021","Low","442.458"
"Malta","2021","Constant fertility","442.835"
"Malta","2021","Instant replacement","443.878"
"Malta","2021","Zero migration","442.032"
"Malta","2021","Constant mortality","442.802"
"Malta","2021","No change","442.699"
"Malta","2021","Momentum","443.163"
"Malta","2020","Medium","441.543"
"Malta","2020","High","441.543"
"Malta","2020","Low","441.543"
"Malta","2020","Constant fertility","441.543"
"Malta","2020","Instant replacement","441.543"
"Malta","2020","Zero migration","441.543"
"Malta","2020","Constant mortality","441.543"
"Malta","2020","No change","441.543"
"Malta","2020","Momentum","441.543"
"Marshall Islands","2021","Medium","59.61"
"Marshall Islands","2021","High","59.615"
"Marshall Islands","2021","Low","59.471"
"Marshall Islands","2021","Constant fertility","59.615"
"Marshall Islands","2021","Instant replacement","59.401"
"Marshall Islands","2021","Zero migration","60.288"
"Marshall Islands","2021","Constant mortality","59.534"
"Marshall Islands","2021","No change","59.608"
"Marshall Islands","2021","Momentum","59.836"
"Marshall Islands","2020","Medium","59.19"
"Marshall Islands","2020","High","59.19"
"Marshall Islands","2020","Low","59.19"
"Marshall Islands","2020","Constant fertility","59.19"
"Marshall Islands","2020","Instant replacement","59.19"
"Marshall Islands","2020","Zero migration","59.19"
"Marshall Islands","2020","Constant mortality","59.19"
"Marshall Islands","2020","No change","59.19"
"Marshall Islands","2020","Momentum","59.19"
"Martinique","2021","Medium","374.745"
"Martinique","2021","High","374.878"
"Martinique","2021","Low","374.281"
"Martinique","2021","Constant fertility","374.658"
"Martinique","2021","Instant replacement","375.037"
"Martinique","2021","Zero migration","375.229"
"Martinique","2021","Constant mortality","374.42"
"Martinique","2021","No change","374.494"
"Martinique","2021","Momentum","375.35"
"Martinique","2020","Medium","375.265"
"Martinique","2020","High","375.265"
"Martinique","2020","Low","375.265"
"Martinique","2020","Constant fertility","375.265"
"Martinique","2020","Instant replacement","375.265"
"Martinique","2020","Zero migration","375.265"
"Martinique","2020","Constant mortality","375.265"
"Martinique","2020","No change","375.265"
"Martinique","2020","Momentum","375.265"
"Mauritania","2021","Medium","4775.119"
"Mauritania","2021","High","4780.488"
"Mauritania","2021","Low","4770.296"
"Mauritania","2021","Constant fertility","4780.592"
"Mauritania","2021","Instant replacement","4728.631"
"Mauritania","2021","Zero migration","4770.636"
"Mauritania","2021","Constant mortality","4774.184"
"Mauritania","2021","No change","4779.377"
"Mauritania","2021","Momentum","4725.373"
"Mauritania","2020","Medium","4649.658"
"Mauritania","2020","High","4649.658"
"Mauritania","2020","Low","4649.658"
"Mauritania","2020","Constant fertility","4649.658"
"Mauritania","2020","Instant replacement","4649.658"
"Mauritania","2020","Zero migration","4649.658"
"Mauritania","2020","Constant mortality","4649.658"
"Mauritania","2020","No change","4649.658"
"Mauritania","2020","Momentum","4649.658"
"Mauritius","2021","Medium","1273.433"
"Mauritius","2021","High","1274.781"
"Mauritius","2021","Low","1271.794"
"Mauritius","2021","Constant fertility","1273.571"
"Mauritius","2021","Instant replacement","1277.923"
"Mauritius","2021","Zero migration","1273.29"
"Mauritius","2021","Constant mortality","1272.956"
"Mauritius","2021","No change","1273.241"
"Mauritius","2021","Momentum","1277.63"
"Mauritius","2020","Medium","1271.768"
"Mauritius","2020","High","1271.768"
"Mauritius","2020","Low","1271.768"
"Mauritius","2020","Constant fertility","1271.768"
"Mauritius","2020","Instant replacement","1271.768"
"Mauritius","2020","Zero migration","1271.768"
"Mauritius","2020","Constant mortality","1271.768"
"Mauritius","2020","No change","1271.768"
"Mauritius","2020","Momentum","1271.768"
"Mayotte","2021","Medium","279.515"
"Mayotte","2021","High","279.789"
"Mayotte","2021","Low","279.15"
"Mayotte","2021","Constant fertility","279.827"
"Mayotte","2021","Instant replacement","277.476"
"Mayotte","2021","Zero migration","279.471"
"Mayotte","2021","Constant mortality","279.46"
"Mayotte","2021","No change","279.816"
"Mayotte","2021","Momentum","277.465"
"Mayotte","2020","Medium","272.815"
"Mayotte","2020","High","272.815"
"Mayotte","2020","Low","272.815"
"Mayotte","2020","Constant fertility","272.815"
"Mayotte","2020","Instant replacement","272.815"
"Mayotte","2020","Zero migration","272.815"
"Mayotte","2020","Constant mortality","272.815"
"Mayotte","2020","No change","272.815"
"Mayotte","2020","Momentum","272.815"
"Melanesia","2021","Medium","11328.594"
"Melanesia","2021","High","11340.501"
"Melanesia","2021","Low","11315.017"
"Melanesia","2021","Constant fertility","11337.914"
"Melanesia","2021","Instant replacement","11265.6"
"Melanesia","2021","Zero migration","11334.465"
"Melanesia","2021","Constant mortality","11324.949"
"Melanesia","2021","No change","11335.019"
"Melanesia","2021","Momentum","11268.276"
"Melanesia","2020","Medium","11122.996"
"Melanesia","2020","High","11122.996"
"Melanesia","2020","Low","11122.996"
"Melanesia","2020","Constant fertility","11122.996"
"Melanesia","2020","Instant replacement","11122.996"
"Melanesia","2020","Zero migration","11122.996"
"Melanesia","2020","Constant mortality","11122.996"
"Melanesia","2020","No change","11122.996"
"Melanesia","2020","Momentum","11122.996"
"Mexico","2021","Medium","130262.216"
"Mexico","2021","High","130429.168"
"Mexico","2021","Low","130094.011"
"Mexico","2021","Constant fertility","130332.378"
"Mexico","2021","Instant replacement","130299.104"
"Mexico","2021","Zero migration","130321.89"
"Mexico","2021","Constant mortality","130253.773"
"Mexico","2021","No change","130323.611"
"Mexico","2021","Momentum","130329.173"
"Mexico","2020","Medium","128932.753"
"Mexico","2020","High","128932.753"
"Mexico","2020","Low","128932.753"
"Mexico","2020","Constant fertility","128932.753"
"Mexico","2020","Instant replacement","128932.753"
"Mexico","2020","Zero migration","128932.753"
"Mexico","2020","Constant mortality","128932.753"
"Mexico","2020","No change","128932.753"
"Mexico","2020","Momentum","128932.753"
"Micronesia","2021","Medium","554.397"
"Micronesia","2021","High","554.981"
"Micronesia","2021","Low","553.737"
"Micronesia","2021","Constant fertility","554.729"
"Micronesia","2021","Instant replacement","552.852"
"Micronesia","2021","Zero migration","556.919"
"Micronesia","2021","Constant mortality","554.233"
"Micronesia","2021","No change","554.601"
"Micronesia","2021","Momentum","554.425"
"Micronesia","2020","Medium","548.914"
"Micronesia","2020","High","548.914"
"Micronesia","2020","Low","548.914"
"Micronesia","2020","Constant fertility","548.914"
"Micronesia","2020","Instant replacement","548.914"
"Micronesia","2020","Zero migration","548.914"
"Micronesia","2020","Constant mortality","548.914"
"Micronesia","2020","No change","548.914"
"Micronesia","2020","Momentum","548.914"
"Micronesia (Fed. States of)","2021","Medium","116.254"
"Micronesia (Fed. States of)","2021","High","116.37"
"Micronesia (Fed. States of)","2021","Low","116.109"
"Micronesia (Fed. States of)","2021","Constant fertility","116.342"
"Micronesia (Fed. States of)","2021","Instant replacement","115.82"
"Micronesia (Fed. States of)","2021","Zero migration","116.852"
"Micronesia (Fed. States of)","2021","Constant mortality","116.227"
"Micronesia (Fed. States of)","2021","No change","116.33"
"Micronesia (Fed. States of)","2021","Momentum","116.222"
"Micronesia (Fed. States of)","2020","Medium","115.023"
"Micronesia (Fed. States of)","2020","High","115.023"
"Micronesia (Fed. States of)","2020","Low","115.023"
"Micronesia (Fed. States of)","2020","Constant fertility","115.023"
"Micronesia (Fed. States of)","2020","Instant replacement","115.023"
"Micronesia (Fed. States of)","2020","Zero migration","115.023"
"Micronesia (Fed. States of)","2020","Constant mortality","115.023"
"Micronesia (Fed. States of)","2020","No change","115.023"
"Micronesia (Fed. States of)","2020","Momentum","115.023"
"Middle Africa","2021","Medium","184979.936"
"Middle Africa","2021","High","185156.568"
"Middle Africa","2021","Low","184778.745"
"Middle Africa","2021","Constant fertility","185262.62"
"Middle Africa","2021","Instant replacement","182582.624"
"Middle Africa","2021","Zero migration","184973.377"
"Middle Africa","2021","Constant mortality","184887.52"
"Middle Africa","2021","No change","185183.257"
"Middle Africa","2021","Momentum","182558.764"
"Middle Africa","2020","Medium","179595.134"
"Middle Africa","2020","High","179595.134"
"Middle Africa","2020","Low","179595.134"
"Middle Africa","2020","Constant fertility","179595.134"
"Middle Africa","2020","Instant replacement","179595.134"
"Middle Africa","2020","Zero migration","179595.134"
"Middle Africa","2020","Constant mortality","179595.134"
"Middle Africa","2020","No change","179595.134"
"Middle Africa","2020","Momentum","179595.134"
"Middle-income countries","2021","Medium","5808122.336"
"Middle-income countries","2021","High","5814608.125"
"Middle-income countries","2021","Low","5800860.751"
"Middle-income countries","2021","Constant fertility","5810332.43"
"Middle-income countries","2021","Instant replacement","5804948.923"
"Middle-income countries","2021","Zero migration","5810606.697"
"Middle-income countries","2021","Constant mortality","5806202.222"
"Middle-income countries","2021","No change","5808763.961"
"Middle-income countries","2021","Momentum","5805773.626"
"Middle-income countries","2020","Medium","5753051.619"
"Middle-income countries","2020","High","5753051.619"
"Middle-income countries","2020","Low","5753051.619"
"Middle-income countries","2020","Constant fertility","5753051.619"
"Middle-income countries","2020","Instant replacement","5753051.619"
"Middle-income countries","2020","Zero migration","5753051.619"
"Middle-income countries","2020","Constant mortality","5753051.619"
"Middle-income countries","2020","No change","5753051.619"
"Middle-income countries","2020","Momentum","5753051.619"
"Monaco","2021","Medium","39.511"
"Monaco","2021","High","39.541"
"Monaco","2021","Low","39.481"
"Monaco","2021","Constant fertility","39.523"
"Monaco","2021","Instant replacement","39.471"
"Monaco","2021","Zero migration","39.31"
"Monaco","2021","Constant mortality","39.493"
"Monaco","2021","No change","39.507"
"Monaco","2021","Momentum","39.321"
"Monaco","2020","Medium","39.242"
"Monaco","2020","High","39.242"
"Monaco","2020","Low","39.242"
"Monaco","2020","Constant fertility","39.242"
"Monaco","2020","Instant replacement","39.242"
"Monaco","2020","Zero migration","39.242"
"Monaco","2020","Constant mortality","39.242"
"Monaco","2020","No change","39.242"
"Monaco","2020","Momentum","39.242"
"Mongolia","2021","Medium","3329.289"
"Mongolia","2021","High","3333.629"
"Mongolia","2021","Low","3324.967"
"Mongolia","2021","Constant fertility","3332.129"
"Mongolia","2021","Instant replacement","3318.134"
"Mongolia","2021","Zero migration","3330.193"
"Mongolia","2021","Constant mortality","3328.498"
"Mongolia","2021","No change","3331.305"
"Mongolia","2021","Momentum","3318.21"
"Mongolia","2020","Medium","3278.29"
"Mongolia","2020","High","3278.29"
"Mongolia","2020","Low","3278.29"
"Mongolia","2020","Constant fertility","3278.29"
"Mongolia","2020","Instant replacement","3278.29"
"Mongolia","2020","Zero migration","3278.29"
"Mongolia","2020","Constant mortality","3278.29"
"Mongolia","2020","No change","3278.29"
"Mongolia","2020","Momentum","3278.29"
"Montenegro","2021","Medium","628.053"
"Montenegro","2021","High","628.704"
"Montenegro","2021","Low","627.322"
"Montenegro","2021","Constant fertility","628.04"
"Montenegro","2021","Instant replacement","628.971"
"Montenegro","2021","Zero migration","628.499"
"Montenegro","2021","Constant mortality","627.751"
"Montenegro","2021","No change","627.78"
"Montenegro","2021","Momentum","629.078"
"Montenegro","2020","Medium","628.066"
"Montenegro","2020","High","628.066"
"Montenegro","2020","Low","628.066"
"Montenegro","2020","Constant fertility","628.066"
"Montenegro","2020","Instant replacement","628.066"
"Montenegro","2020","Zero migration","628.066"
"Montenegro","2020","Constant mortality","628.066"
"Montenegro","2020","No change","628.066"
"Montenegro","2020","Momentum","628.066"
"Montserrat","2021","Medium","4.977"
"Montserrat","2021","High","4.978"
"Montserrat","2021","Low","4.967"
"Montserrat","2021","Constant fertility","4.976"
"Montserrat","2021","Instant replacement","4.985"
"Montserrat","2021","Zero migration","4.977"
"Montserrat","2021","Constant mortality","4.985"
"Montserrat","2021","No change","4.986"
"Montserrat","2021","Momentum","4.993"
"Montserrat","2020","Medium","4.992"
"Montserrat","2020","High","4.992"
"Montserrat","2020","Low","4.992"
"Montserrat","2020","Constant fertility","4.992"
"Montserrat","2020","Instant replacement","4.992"
"Montserrat","2020","Zero migration","4.992"
"Montserrat","2020","Constant mortality","4.992"
"Montserrat","2020","No change","4.992"
"Montserrat","2020","Momentum","4.992"
"More developed regions","2021","Medium","1275554.771"
"More developed regions","2021","High","1276617.01"
"More developed regions","2021","Low","1273942.824"
"More developed regions","2021","Constant fertility","1275279.689"
"More developed regions","2021","Instant replacement","1277766.32"
"More developed regions","2021","Zero migration","1273133.886"
"More developed regions","2021","Constant mortality","1274952.821"
"More developed regions","2021","No change","1274949.562"
"More developed regions","2021","Momentum","1275995.009"
"More developed regions","2020","Medium","1273304.251"
"More developed regions","2020","High","1273304.251"
"More developed regions","2020","Low","1273304.251"
"More developed regions","2020","Constant fertility","1273304.251"
"More developed regions","2020","Instant replacement","1273304.251"
"More developed regions","2020","Zero migration","1273304.251"
"More developed regions","2020","Constant mortality","1273304.251"
"More developed regions","2020","No change","1273304.251"
"More developed regions","2020","Momentum","1273304.251"
"Morocco","2021","Medium","37344.795"
"Morocco","2021","High","37393.682"
"Morocco","2021","Low","37302.158"
"Morocco","2021","Constant fertility","37370.471"
"Morocco","2021","Instant replacement","37308.915"
"Morocco","2021","Zero migration","37388.618"
"Morocco","2021","Constant mortality","37336.874"
"Morocco","2021","No change","37359.193"
"Morocco","2021","Momentum","37329.177"
"Morocco","2020","Medium","36910.56"
"Morocco","2020","High","36910.56"
"Morocco","2020","Low","36910.56"
"Morocco","2020","Constant fertility","36910.56"
"Morocco","2020","Instant replacement","36910.56"
"Morocco","2020","Zero migration","36910.56"
"Morocco","2020","Constant mortality","36910.56"
"Morocco","2020","No change","36910.56"
"Morocco","2020","Momentum","36910.56"
"Mozambique","2021","Medium","32163.047"
"Mozambique","2021","High","32196.236"
"Mozambique","2021","Low","32125.095"
"Mozambique","2021","Constant fertility","32203.951"
"Mozambique","2021","Instant replacement","31782.354"
"Mozambique","2021","Zero migration","32165.947"
"Mozambique","2021","Constant mortality","32141.912"
"Mozambique","2021","No change","32185.247"
"Mozambique","2021","Momentum","31777.896"
"Mozambique","2020","Medium","31255.435"
"Mozambique","2020","High","31255.435"
"Mozambique","2020","Low","31255.435"
"Mozambique","2020","Constant fertility","31255.435"
"Mozambique","2020","Instant replacement","31255.435"
"Mozambique","2020","Zero migration","31255.435"
"Mozambique","2020","Constant mortality","31255.435"
"Mozambique","2020","No change","31255.435"
"Mozambique","2020","Momentum","31255.435"
"Myanmar","2021","Medium","54806.012"
"Myanmar","2021","High","54901.031"
"Myanmar","2021","Low","54766.346"
"Myanmar","2021","Constant fertility","54858.747"
"Myanmar","2021","Instant replacement","54825.533"
"Myanmar","2021","Zero migration","54888.508"
"Myanmar","2021","Constant mortality","54820.147"
"Myanmar","2021","No change","54844.821"
"Myanmar","2021","Momentum","54848.705"
"Myanmar","2020","Medium","54409.8"
"Myanmar","2020","High","54409.8"
"Myanmar","2020","Low","54409.8"
"Myanmar","2020","Constant fertility","54409.8"
"Myanmar","2020","Instant replacement","54409.8"
"Myanmar","2020","Zero migration","54409.8"
"Myanmar","2020","Constant mortality","54409.8"
"Myanmar","2020","No change","54409.8"
"Myanmar","2020","Momentum","54409.8"
"Namibia","2021","Medium","2587.344"
"Namibia","2021","High","2590.723"
"Namibia","2021","Low","2584.101"
"Namibia","2021","Constant fertility","2590.508"
"Namibia","2021","Instant replacement","2572.738"
"Namibia","2021","Zero migration","2591.773"
"Namibia","2021","Constant mortality","2586.128"
"Namibia","2021","No change","2589.205"
"Namibia","2021","Momentum","2574.884"
"Namibia","2020","Medium","2540.905"
"Namibia","2020","High","2540.905"
